codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
006174;Tortona;Tortona;;15057;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L304;44,8948335;8,8601847;98,7397
006175;Treville;Treville;;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L403;45,0971075;8,3596816;4,7509
006176;Trisobbio;Trisobbio;;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L432;44,6623358;8,5863836;9,2394
006177;Valenza;Valenza;;15048;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L570;45,0144106;8,6461524;48,4272
006178;Valmacca;Valmacca;;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L633;45,1004420;8,5824252;12,4340
006179;"Vignale Monferrato";"Vignale Monferrato";;15049;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L881;45,0109205;8,3965957;18,2230
006180;"Vignole Borbera";"Vignole Borbera";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L887;44,7083088;8,8904036;8,5116
006181;Viguzzolo;Viguzzolo;;15058;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L904;44,9052324;8,9194878;18,2717
006182;Villadeati;Villadeati;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L931;45,0725884;8,1693456;14,2930
006183;Villalvernia;Villalvernia;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L963;44,8175559;8,8566101;4,5925
006184;Villamiroglio;Villamiroglio;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L970;45,1344559;8,1697453;9,9382
006185;"Villanova Monferrato";"Villanova Monferrato";;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L972;45,1817950;8,4785868;16,7386
006186;Villaromagnano;Villaromagnano;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M009;44,8510037;8,8871985;6,0690
006187;Visone;Visone;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M077;44,6620156;8,5033026;12,7542
006188;Volpedo;Volpedo;;15059;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M120;44,8887963;8,9833643;10,4424
006189;Volpeglino;Volpeglino;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M121;44,8929706;8,9589614;3,2594
006190;Voltaggio;Voltaggio;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M123;44,6201729;8,8427161;52,5628
006191;"Cassano Spinola";"Cassano Spinola";;15063;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M388;44,7661671;8,8632150;16,9862
006192;"Alluvioni Piovera";"Alluvioni Piovera";;15047;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M397;44,9953873;8,7725996;24,2632
006193;"Lu e Cuccaro Monferrato";"Lu e Cuccaro Monferrato";;15037;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M420;45,0017748;8,4842791;27,3312
007001;Allein;Allein;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A205;45,8081472;7,2717773;8,1402
007002;Antey-Saint-André;Antey-Saint-André;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A305;45,8049344;7,5931979;11,7596
007003;Aosta;Aosta;;11100;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;SI;A326;45,7375761;7,3201260;21,4015
007004;Arnad;Arnad;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A424;45,6449350;7,7212415;28,5210
007005;Arvier;Arvier;;11011;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A452;45,7035361;7,1692836;33,3124
007006;Avise;Avise;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A521;45,7087081;7,1413145;52,6306
007007;Ayas;Ayas;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A094;45,8115713;7,6865927;129,2088
007008;Aymavilles;Aymavilles;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A108;45,7013842;7,2405069;53,3601
007009;Bard;Bard;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A643;45,6074889;7,7466436;3,1375
007010;Bionaz;Bionaz;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A877;45,8736960;7,4235176;142,3642
007011;Brissogne;Brissogne;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;B192;45,7273887;7,4031775;26,0134
007012;Brusson;Brusson;;11022;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;B230;45,7586604;7,7327123;55,1183
007013;Challand-Saint-Anselme;Challand-Saint-Anselme;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C593;45,7163717;7,7364954;28,0375
007014;Challand-Saint-Victor;Challand-Saint-Victor;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C594;45,6897873;7,7064502;25,0960
007015;Chambave;Chambave;;11023;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C595;45,7442840;7,5499283;21,4479
007016;Chamois;Chamois;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;B491;45,8381943;7,6201422;14,8983
007017;Champdepraz;Champdepraz;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C596;45,6857719;7,6577399;48,7389
007018;Champorcher;Champorcher;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;B540;45,6245124;7,6207762;68,3015
007019;Charvensod;Charvensod;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C598;45,7204520;7,3254024;25,7756
007020;Châtillon;Châtillon;;11024;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C294;45,7486457;7,6112250;39,3396
007021;Cogne;Cogne;;11012;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C821;45,6081076;7,3558484;212,8632
007022;Courmayeur;Courmayeur;;11013;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D012;45,7931064;6,9721683;209,7843
007023;Donnas;Donnas;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D338;45,6034622;7,7674352;34,0724
007024;Doues;Doues;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D356;45,8186679;7,3064265;15,8408
007025;Emarèse;Emarèse;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D402;45,7246974;7,7004790;10,2262
007026;Etroubles;Etroubles;;11014;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D444;45,8196866;7,2330462;39,6257
007027;Fénis;Fénis;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D537;45,7361317;7,4942621;68,0764
007028;Fontainemore;Fontainemore;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D666;45,6490179;7,8609143;31,7450
007029;Gaby;Gaby;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;D839;45,7129119;7,8822666;32,7747
007030;Gignod;Gignod;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E029;45,7782877;7,2962081;25,9115
007031;Gressan;Gressan;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E165;45,7215494;7,2894355;25,3647
007032;Gressoney-La-Trinité;Gressoney-La-Trinité;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E167;45,8272674;7,8231796;66,1115
007033;Gressoney-Saint-Jean;Gressoney-Saint-Jean;;11025;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E168;45,7767680;7,8275424;70,0466
007034;Hône;Hône;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E273;45,6118952;7,7355913;12,7493
007035;Introd;Introd;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E306;45,6916406;7,1872093;19,9193
007036;Issime;Issime;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E369;45,6854327;7,8542203;34,4593
007037;Issogne;Issogne;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E371;45,6538991;7,6844305;23,5213
007038;Jovençan;Jovençan;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E391;45,7139559;7,2749217;6,8324
007039;"La Magdeleine";"La Magdeleine";;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;A308;45,8108193;7,6190786;8,6867
007040;"La Salle";"La Salle";;11015;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E458;45,7468773;7,0725473;83,5892
007041;"La Thuile";"La Thuile";;11016;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E470;45,7168095;6,9490713;126,0374
007042;Lillianes;Lillianes;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;E587;45,6327794;7,8450681;18,6355
007043;Montjovet;Montjovet;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;F367;45,7042167;7,6741673;18,9519
007044;Morgex;Morgex;;11017;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;F726;45,7569730;7,0360754;43,7831
007045;Nus;Nus;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;F987;45,7391173;7,4670006;56,8425
007046;Ollomont;Ollomont;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G045;45,8496152;7,3100431;53,7066
007047;Oyace;Oyace;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G012;45,8507779;7,3819063;30,3418
007048;Perloz;Perloz;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G459;45,6130802;7,8086624;23,2111
007049;Pollein;Pollein;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G794;45,7280909;7,3571974;15,2119
007050;Pontboset;Pontboset;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G545;45,6063883;7,6876180;33,4030
007051;Pontey;Pontey;;11024;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G860;45,7379414;7,5913424;16,0028
007052;Pont-Saint-Martin;Pont-Saint-Martin;;11026;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;G854;45,5997737;7,7978805;6,9424
007053;Pré-Saint-Didier;Pré-Saint-Didier;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H042;45,7640776;6,9859424;33,4110
007054;Quart;Quart;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H110;45,7406777;7,4156030;62,1019
007055;Rhêmes-Notre-Dame;Rhêmes-Notre-Dame;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H262;45,5697162;7,1185239;86,8659
007056;Rhêmes-Saint-Georges;Rhêmes-Saint-Georges;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H263;45,6552729;7,1552314;36,3989
007057;Roisan;Roisan;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H497;45,7843173;7,3105570;14,7089
007058;Saint-Christophe;Saint-Christophe;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H669;45,7483467;7,3577772;14,5163
007059;Saint-Denis;Saint-Denis;;11023;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H670;45,7521788;7,5571857;11,3863
007060;Saint-Marcel;Saint-Marcel;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H671;45,7312801;7,4445077;42,4877
007061;Saint-Nicolas;Saint-Nicolas;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H672;45,7165160;7,1680853;15,3268
007062;Saint-Oyen;Saint-Oyen;;11014;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H673;45,8248459;7,2134283;9,5974
007063;Saint-Pierre;Saint-Pierre;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H674;45,7104335;7,2260036;26,2102
007064;Saint-Rhémy-en-Bosses;Saint-Rhémy-en-Bosses;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H675;45,8213310;7,1783856;64,7518
007065;Saint-Vincent;Saint-Vincent;;11027;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;H676;45,7502549;7,6474477;20,8529
007066;Sarre;Sarre;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;I442;45,7178556;7,2576607;28,4349
007067;Torgnon;Torgnon;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L217;45,8014084;7,5705222;42,4837
007068;Valgrisenche;Valgrisenche;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L582;45,6303119;7,0647545;113,5725
007069;Valpelline;Valpelline;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L643;45,8264343;7,3285457;31,6171
007070;Valsavarenche;Valsavarenche;;11010;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L647;45,5920447;7,2083440;138,0640
007071;Valtournenche;Valtournenche;;11028;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L654;45,8770885;7,6227557;116,1951
007072;Verrayes;Verrayes;;11020;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L783;45,7616751;7,5323182;22,5451
007073;Verrès;Verrès;;11029;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;C282;45,6687316;7,6899242;8,4637
007074;Villeneuve;Villeneuve;;11018;AO;"Valle d'Aosta/Vallée d'Aoste";Provincia;02;"Valle d'Aosta/Vallée d'Aoste";"statuto speciale";Nord-ovest;NO;L981;45,7027318;7,2077186;8,6359
008001;Airole;Airole;;18030;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A111;43,8716987;7,5535255;14,6335
008002;Apricale;Apricale;;18035;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A338;43,8804395;7,6604559;19,6643
008003;"Aquila d'Arroscia";"Aquila d'Arroscia";;18020;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A344;44,0832602;8,0054724;9,8538
008004;Armo;Armo;;18026;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A418;44,0873294;7,9139972;10,1524
008005;Aurigo;Aurigo;;18020;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A499;43,9829820;7,9225722;9,3954
008006;Badalucco;Badalucco;;18010;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A536;43,9156560;7,8470545;16,1435
008007;Bajardo;Bajardo;;18031;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A581;43,9035671;7,7182353;24,4246
008008;Bordighera;Bordighera;;18012;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A984;43,7793477;7,6723874;10,8416
008009;"Borghetto d'Arroscia";"Borghetto d'Arroscia";;18020;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;A993;44,0574747;7,9818439;25,9316
008010;Borgomaro;Borgomaro;;18021;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;B020;43,9755629;7,9449326;23,1314
008011;Camporosso;Camporosso;;18033;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;B559;43,8151379;7,6283701;18,0438
008012;Caravonica;Caravonica;;18020;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;B734;43,9923865;7,9588567;4,6408
008014;Castellaro;Castellaro;;18011;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C143;43,8640914;7,8686352;7,9908
008015;"Castel Vittorio";"Castel Vittorio";;18030;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C110;43,9286991;7,6731642;25,7667
008016;Ceriana;Ceriana;;18034;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C511;43,8792158;7,7743700;32,1632
008017;Cervo;Cervo;;18010;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C559;43,9253200;8,1144129;3,6269
008018;Cesio;Cesio;;18022;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C578;44,0077093;7,9749855;8,7247
008019;Chiusanico;Chiusanico;;18027;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C657;43,9731949;7,9916040;13,6297
008020;Chiusavecchia;Chiusavecchia;;18027;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C660;43,9678804;7,9833472;4,0137
008021;Cipressa;Cipressa;;18017;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C718;43,8529799;7,9339896;9,4299
008022;Civezza;Civezza;;18017;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;C755;43,8793093;7,9513003;4,0480
008023;"Cosio d'Arroscia";"Cosio d'Arroscia";;18023;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D087;44,0757649;7,8311471;40,6052
008024;Costarainera;Costarainera;;18017;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D114;43,8489468;7,9498666;2,4028
008025;"Diano Arentino";"Diano Arentino";;18013;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D293;43,9479689;8,0422928;8,3816
008026;"Diano Castello";"Diano Castello";;18013;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D296;43,9241089;8,0670603;5,9699
008027;"Diano Marina";"Diano Marina";;18013;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D297;43,9100897;8,0817608;6,6564
008028;"Diano San Pietro";"Diano San Pietro";;18013;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D298;43,9310011;8,0685858;11,8714
008029;Dolceacqua;Dolceacqua;;18035;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D318;43,8480598;7,6234003;19,9907
008030;Dolcedo;Dolcedo;;18020;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;D319;43,9071182;7,9510789;19,8128
008031;Imperia;Imperia;;18100;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;SI;E290;43,8855883;8,0278634;45,2996
008032;Isolabona;Isolabona;;18035;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;E346;43,8799711;7,6388396;12,6567
008033;Lucinasco;Lucinasco;;18020;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;E719;43,9677323;7,9627080;7,9307
008034;Mendatica;Mendatica;;18025;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;F123;44,0763657;7,8055581;30,7068
008035;"Molini di Triora";"Molini di Triora";;18010;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;F290;43,9900855;7,7743379;58,0593
008037;"Montegrosso Pian Latte";"Montegrosso Pian Latte";;18025;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;F528;44,0665880;7,8176147;10,1965
008038;"Olivetta San Michele";"Olivetta San Michele";;18030;IM;Imperia;Provincia;07;Liguria;"statuto ordinario";Nord-ovest;NO;G041;43,8797738;7,5154847;14,0010
